,id,n_pulses,n_emitters,n_types,min_ToA,min_Frequency,min_PulseWidth,min_AoA,min_Amplitude,max_ToA,max_Frequency,max_PulseWidth,max_AoA,max_Amplitude,mean_ToA,mean_Frequency,mean_PulseWidth,mean_AoA,mean_Amplitude,std_ToA,std_Frequency,std_PulseWidth,std_AoA,std_Amplitude
76,config_48,76106,45,40,290406.9701889733,149.79272954695102,0.0382865930129638,-147.68814360748183,-163.7273486484375,29297440.92521587,11962.779363713276,216.79504258251663,178.29536475230196,-6.06964753139261,14773744.181273554,5383.8828449553175,3.064518828118167,-8.462028051797986,-93.39686676775652,7255000.195195979,3355.2148063367695,13.706224057957336,74.38493519462656,18.650770307995337
77,config_49,88997,41,42,672736.444623982,13.694127111453684,0.0081601673071137,-170.32667877542573,-175.60975377232097,29261668.234416068,11982.924681868642,353.47015176432126,179.63353923097876,-1.7152825212385066,14260190.607664676,4219.363789817887,16.084919727682,-12.255824588569649,-86.67355868792848,6135409.931783179,2821.916887432978,55.60030754651537,99.88276063156655,20.62459277996905
78,config_50,67584,20,21,500010.35607544234,20.69654456063588,0.0406307038694326,-140.49036694405865,-155.5865729415004,28699882.684961673,9513.488022047171,345.5381537682538,148.4801411497516,-9.447378490610236,15540800.936619949,4510.934073319068,5.781279458821572,65.9512824444396,-89.05467966950691,7982958.826440589,1189.7593856979463,36.466812302103506,48.12042797955725,15.673484235147896
79,config_51,28831,30,30,358256.26512381167,10.04026870887294,0.045725863556131,-153.7596116993097,-164.34149094857776,29353265.664466664,11989.654798006606,352.01613674187814,157.47038885142993,4.130520473057764,17260053.226971935,3441.3269344270766,18.973122039816896,47.328876843838,-89.98378973385755,7258368.078183109,2482.473595887676,69.73936389768711,77.36228625999665,23.885187820361647
80,config_52,13967,17,20,703147.239912383,1219.6158864287895,0.0460022090850434,-174.96889456768957,-155.41825747427603,26588381.04340726,11401.585727071671,52.50515755855589,170.00456502324326,-37.35569431183544,11218265.05601964,5133.272599347428,12.157283900503373,-11.166386661187202,-87.80247392144237,6352137.471942589,2779.489802718842,18.75286498001058,54.656726707526126,12.848811479103214
81,config_53,31335,15,16,1058694.60611899,18.978172097319785,0.4085874110230788,-179.97187225034995,-155.90817796313542,29270695.07725755,10009.37779993786,346.72380794757834,179.999056589456,-8.769431786073731,16346082.79584308,6818.399199682356,18.03309004116405,78.91893476983097,-90.6155851288874,6410154.380750222,3305.768398476145,60.0762199076104,98.2081635732186,18.60699955608804
82,config_54,88942,36,40,178523.83205663893,337.2362900586182,0.0291820124037376,-179.92561117992298,-166.1191114632953,29057592.181233075,11988.16849251997,107.95494301937065,179.99507256204146,-32.37929942906041,15376019.909078805,3553.4962766991734,9.71717663618494,-88.94392315896279,-90.1566507110586,6770052.678381403,2300.537850564129,26.403136570359163,97.3233130781094,10.9802698536143
83,config_55,131030,38,35,250015.86839698808,149.63459961246735,0.0077835453165062,-179.3157531938253,-173.18127488848705,29343829.67829279,11996.10497037318,107.53796891019114,177.32068244648798,-18.72922584643743,11026880.222959552,3550.0009238945045,15.302676402911894,80.75939487007905,-78.06248108625911,7427042.269825865,2710.652515866709,26.241455287214812,80.20599026543698,16.67180743188254
84,config_56,10707,31,31,365006.5104240318,350.24617731965594,0.0069401407556753,-167.20182473820424,-176.72068475223156,29298101.60652661,16057.340530269672,104.99644545712566,163.45373090207275,-29.38369949634759,13452585.156018851,5446.861392801098,3.5213895479330968,25.33916267860168,-89.11826164856468,6183819.7728895,3745.251617035104,12.131286083769924,94.791585183676,26.410153757044
85,config_57,55384,50,40,703681.3130935812,10.47821525136974,0.1878052333087341,-179.99977978805464,-165.63118609605144,29447236.269952044,11999.785944628928,351.24035867876967,179.996753641724,-3.60503042894036,15913436.2732836,5067.598327239622,22.338709311060597,43.369878762087126,-85.30228389525807,7457308.24390161,3058.689481113648,59.19830569578052,116.73350389534366,21.912376505206108
86,config_58,42759,28,24,619222.2403223525,21.687282129599684,0.1084349660136944,-179.99876360096513,-169.98049993485918,29294953.62368402,11402.340543759752,349.46650342323954,179.61417011855582,-10.9380937455563,13355746.811226685,3848.3021559429326,18.26266983375488,-53.44872598371659,-87.56491314066908,6479432.48639234,1649.9545243044702,69.00343226570116,110.40120265031008,20.018652295410057
87,config_59,139948,68,54,200336.91123914716,13.33343291658723,0.0069415021022226,-179.99974058378788,-168.78148649016524,28747232.262189023,11999.242797642211,363.1573925259505,179.99975883029535,-4.175961529464738,13291178.539126458,3468.1526256196885,27.798810692247148,-9.34978515644146,-80.71606038175509,7206755.282458029,1808.801516723266,40.927769427061754,116.71920256247624,16.619552687852888
88,config_60,87436,51,40,153453.43837587515,14.255742544124438,0.0363150841309329,-179.98932512094538,-182.01827729763497,29307871.35884113,11406.381275344567,348.02897760621164,179.99459193683282,-5.613111786489386,12685344.997291584,6132.73791147917,9.04665947798175,-25.863918247601383,-89.73400509342665,7416723.333372206,2801.7214140172337,38.27002961070061,94.7385466028757,16.735019731096145
89,config_61,128330,54,49,8399.582071514405,9.419142981040835,0.1347645049746769,-171.62126268940784,-154.75876000236482,29386823.231466744,11963.636987250187,347.7700457223843,178.03009357208265,-6.134266839042386,14090895.745823218,3836.51925624285,29.790182151036113,4.532172480366605,-81.19656046688338,7434086.444647443,3100.078804093592,53.469042743117974,90.34336004878044,20.332925697947307
90,config_62,92086,55,40,1060490.0150481886,17.187571197520512,0.0463418213790806,-179.9817901677143,-177.03084237096292,29327400.1437553,12003.548029200483,349.52196262502196,179.94924681570555,-8.262696083779533,15412693.22242166,5133.772645984386,10.200200989419963,28.0940018385842,-87.13144471914909,6673777.177420124,3241.8472623792045,42.31285538633562,91.75778212195172,19.54330749280519
91,config_63,69323,46,42,426464.77669162425,20.07385007221856,0.007177849604565,-179.73740319623747,-178.362375474703,29104812.020159148,11969.007102473308,341.60115225723695,179.83877629233643,-8.823402443053933,13907102.534601431,3464.957332792055,19.49207522936242,14.361682172247416,-79.87333118900546,6372032.141435739,3183.997821907469,41.141277023501864,113.26284275880953,22.318037193008664
92,config_64,69715,64,52,1263674.0134952452,10.483146049130328,0.0431009088138466,-179.76502441531366,-168.2079365781907,29188229.583991155,12000.427364687264,358.1839020783813,179.84079678802155,-0.6267066308090783,15376295.915418526,3875.437982992228,14.594411302952322,19.485968698327593,-84.06346932243086,6218920.544104545,2847.4223791420027,49.17399690223588,107.08827095255934,20.75535215277354
93,config_65,11394,16,19,715069.1102729589,1282.4946787958531,0.0086420792499405,-171.5039521508215,-165.80016672074098,28744307.86215563,11973.04103486544,52.43905101072173,137.21299344270722,-38.147078977411766,9582433.621462597,4426.473043652337,13.201393364068572,58.70691720302285,-87.52008526742611,5426790.911178314,2215.2142774882304,19.02251063600967,51.9859581865152,14.696125998408482
94,config_66,37990,39,33,350946.5250251352,17.123007066191995,0.0295517628826369,-179.9774775731099,-176.79580560436318,29219943.293854225,9998.624891673682,350.91315242768337,179.99843115749,7.088683516511633,16740336.581978211,3957.5583199678777,32.60722814754682,-14.137420287287506,-85.38717835358328,8099367.377127739,2223.770914031524,63.586142356460506,73.80463627618089,22.433942512908427
95,config_67,190749,60,49,1000387.0592838344,149.61485650666464,0.0307075210858948,-179.63580581141315,-157.6325948830495,29497910.218771912,12001.455274184977,107.34222192603784,179.92162058261118,-32.387151824305235,14342511.145220576,3188.1235916805276,8.844617546630268,-3.2016168691615814,-85.70424799092197,6025448.144293173,2043.1302677384276,20.740707393368456,89.93628696388096,14.187694484325917
96,config_68,27917,25,24,474857.5969494192,13.87309616832567,0.0313814542573274,-179.8447637472995,-157.46337445608302,29298711.11923303,9987.458028487395,356.2178341773693,179.9603357664542,7.074005250371648,17536656.769658208,4868.76322625552,44.36526725874159,-1.938633088921946,-81.41362286345606,6170132.750642885,3375.398600941155,96.65598436742204,79.64734782234886,31.512775010055407
97,config_69,150650,61,50,402567.9746887449,14.208963720288374,0.0382742745505306,-179.99937770773093,-166.17547286681238,28717505.92106313,12001.31273455616,352.6912055977999,179.9999736084366,-4.779880651966711,13468454.471512774,4619.978323254183,11.079514837835957,32.78454253815427,-88.51676894326847,6644830.555663475,2726.4025157954507,36.17361466882729,99.86575846613528,15.330257623750017
98,config_70,139573,44,41,273841.9137343037,24.163313059224325,0.0335686919913585,-179.98795633483533,-171.6048590330922,29299891.94083104,10009.051001359703,355.9673676930148,179.96744760772816,-8.010550462924012,14527749.836258532,3516.335941969068,9.754843826967528,-41.033827115903,-85.14119492617706,8332746.123396685,3330.491808937752,35.96933277119486,112.82705437688084,16.20982260072267
99,config_71,58035,27,28,201294.56550310936,1219.6222249511288,0.1457852816321203,-166.9280404943059,-174.74620562248165,29199880.973748356,11403.510568425614,109.91736728684936,156.09482486464478,-37.84121551796447,13289504.699363137,7949.394530259397,2.1389066089509816,32.7437457793835,-94.49330577299548,6618545.105306176,2301.0314775554143,8.555800105614008,75.5549527318377,11.104759657146897
100,config_72,132869,50,40,703443.3222434586,149.94717032492602,0.0293091616772575,-179.99741451861766,-167.39571914671063,29288516.787697945,11402.876137180314,222.16990970404015,179.9971220335891,-17.47401848007784,17047821.988019247,3863.321133336218,4.460784147726015,-30.31483868833344,-85.32947247126341,7383650.689210626,2876.6400090300226,12.637592423912196,88.54050048995977,15.059219768056952
101,config_73,83804,49,38,350542.08868607826,13.82967885163722,0.0300559275815965,-177.9791137986612,-162.8046093571769,29192222.06442512,9974.600916036572,358.8521341960512,179.98545713725363,-0.7333386798590369,15183128.181147916,3686.326659216193,7.521669618329446,57.19628076331277,-88.84785578031766,6576166.191938655,2398.666137647786,34.463750124520864,54.64606542340319,14.378210821604869
102,config_74,156511,51,49,261950.76005127683,17.96513457347026,0.006921194970689,-173.58459356467858,-169.3752699936953,29299111.961798903,11972.906988634471,339.15564484907185,179.96441110487137,-5.816274444284838,13463992.313371306,7314.266750619612,5.187438612599192,-44.15382993713616,-87.32004569614999,6664588.63727538,3142.3144790108613,20.91260506845138,74.88543832957883,14.239455946879376
103,config_75,84568,35,39,112310.87181994044,341.50584285426186,0.0506180202281741,-176.80458966503107,-161.5577028903605,29014394.924391575,10030.1416600084,208.34048957693085,173.55433064906197,-35.73361009906728,14162198.604019571,4774.205412190429,0.88689391799709,-6.065307382467741,-93.40575522467674,7464276.073837009,2789.620665146117,5.523775383364091,84.91781031475603,10.016388673662869
104,config_76,16401,7,8,560153.2542511453,1274.4956145537778,0.1859890465574443,55.03002393686302,-158.7843131768009,29248304.20344982,10027.206889669313,5.2595255700637304,166.52257156494653,-63.446608327436486,18392514.7975132,8996.84236782787,0.5188270096808448,105.93429552732816,-96.07955555308637,4733303.942127958,1555.5882287923432,0.3222755575817123,16.92021847873265,15.82298491298382
105,config_77,111089,42,39,422129.1166679596,149.56542634510495,0.0069477798944266,-179.37701085836645,-189.96357312631983,28540728.742273618,16052.290393548885,107.84996723874438,176.99508593558093,-11.666435740570009,13097571.45388032,6068.788723364504,5.291919294986397,73.08254633653809,-90.7502880443636,5985978.466488555,3396.0206541230236,16.204120970570507,74.73632044391408,14.098977426205431
106,config_78,30594,19,20,700083.9243008827,428.204575394263,0.0073209955926533,-163.59500284753796,-175.5840955323619,29175147.898884233,11973.532968734133,52.71768095372151,148.4091608157117,-37.18850026729387,16823107.96126767,5360.863739248651,6.5451065821580965,8.920540247849113,-89.57463106161912,8069732.474510921,3006.18491201677,14.254076226056148,92.51023673586516,14.66496820443122
107,config_79,883,1,1,2251120.562769063,1219.5149452226192,0.9699816290264666,-26.34445982775708,-120.00463162577954,23949377.253707603,1280.4788677039198,5.112200545710205,-22.80288134321205,-60.393653759236514,12057654.860317929,1247.317390634465,3.0331557418381134,-24.532235146741986,-81.0648215527956,6291144.575261574,18.82971682605563,1.9993778141662424,0.555552312987266,7.788222814163877
108,config_80,54151,39,39,296297.0619824537,5.205551197017917,0.0074521104793348,-179.99822937955375,-169.2116950818253,29263537.943818424,11199.020847054771,358.3960254357671,179.99794066585727,0.4322874788762663,14025862.063321617,4445.801718962694,17.550464929766193,49.80645427589069,-89.2788225486256,7115127.9315292975,3187.521430691093,59.71922678874353,108.95211963522613,21.64114294555946
109,config_81,174681,54,43,350279.890575616,404.53184263371065,0.0085534463675529,-179.98101658463392,-173.4732427540014,29197506.858478647,11939.466404097042,214.20909237379695,179.9839139135665,-32.57861077906968,13587960.98544664,5778.493312855322,9.650021970782763,24.913638673749173,-90.3386320704752,7806135.105643711,3183.752560256062,26.539819217067784,114.70146877463856,13.46096679613935
110,config_82,70822,40,35,351837.7964201799,149.61647513576185,0.0069355050614997,-179.99836958435046,-180.04791489086833,29214402.65857396,10990.325538803188,106.03308465102536,179.99703694366556,-29.61491573950019,15399651.133462736,5941.464423514078,8.77330362958649,-17.95858332273455,-91.433443165865,5865310.644617924,3535.781871552039,18.071515033215935,129.95280195729143,18.455097251493218
111,config_83,34301,37,32,300603.9160970549,1269.0280078056094,0.0687800753100152,-179.99858995324212,-166.7313115117178,29433904.27862687,11399.648582168556,107.32202643233524,179.98527517478414,-31.651096138063615,13730302.281793844,4985.838851428079,6.91162058335986,14.578293131114249,-92.31009823582087,6976157.958987623,2787.659915417981,16.782369487308017,67.74718391807265,15.501362622237403
112,config_85,18767,11,13,422516.9393637252,149.60063267768015,0.1720551648316627,-150.61947280155002,-151.19385414587492,29344240.92043309,11996.473181424211,213.07768853850297,124.05155839232866,-34.42074444895189,11181659.117382072,4157.539926508251,14.892406152917363,14.705331870073875,-79.58604946236557,6109450.654470845,4460.940446332853,21.484632369881993,64.90348676926807,20.9830442233925
113,config_86,55354,19,21,600077.5788438233,8.893644503242497,0.02603802606384,-175.036611582256,-160.62397764828296,28449860.510832097,9420.958721762485,347.4531603109159,141.13044973257473,-2.501442373518332,18873226.546155907,3093.61790664357,11.3757412293146,45.72308334636637,-89.68325934718213,6828106.594398184,1277.6857802583286,56.04420740561781,70.52076976860486,17.00498436132373
114,config_87,81647,39,39,406650.55403356417,7.014283845626056,0.0071970141775873,-179.99541747793197,-171.71533644161033,29540567.73988896,11999.5976570956,345.4151630979218,179.99043739313416,-2.20310050876076,14523054.517367352,5165.116814855946,8.197489046321456,13.849269393238377,-88.40739611982194,7308337.492041307,2700.820368962405,37.72174545018783,92.61219509569456,17.40461827917303
115,config_88,83913,43,42,700171.628496196,149.58725810899787,0.160169695231404,-179.99859301605247,-168.0132297003036,29011532.67201569,10019.33008797751,108.4358480168519,179.99973543711604,-24.956733569879717,14740114.732932236,2745.4750285025557,17.513861919762086,27.770851719993903,-82.5160720451049,6247421.874129471,1739.667497485256,29.738587884627684,105.48728132493362,15.861667827944792
116,config_89,608,1,1,11903629.9329163,9493.083354982133,0.4749113639390331,47.65202039352278,-149.5621529420438,29207220.197538868,10010.210245544791,2.083270680252151,64.98362724552011,-73.1102910640822,18949590.9547154,9744.49386357633,1.1575674374240308,58.62201629856412,-104.0788831288804,3360263.47547138,165.37148882844394,0.6310478072561829,2.8857086340277296,17.555484456209214
117,config_90,146315,60,44,350561.6545855705,305.3118477156704,0.0335275207966635,-177.68242266292438,-173.472435288482,29334117.917614523,10012.809689113768,109.88286753518148,176.13567580195783,-22.670083946624754,12089714.45798099,6377.495795258199,5.536890782748535,-54.46568493621156,-89.73029628710464,6972573.793432654,2730.196063036623,19.11892613828945,76.93852365896299,10.184239114288165
118,config_91,80966,51,40,485209.92865396576,15.18419821011946,0.0072299350288736,-179.9446713466524,-169.82313230402806,29229722.735972643,11997.344431678284,362.1744022302139,179.88256468816087,-4.480092558381195,15225407.460587494,3730.072418785782,22.83740893464423,-3.0280179014868,-80.32580180304184,5735087.464503784,2832.357631822237,66.80571482708397,64.10687646138445,24.331338671197383
119,config_92,81701,65,49,379330.1990887254,9.913666867005013,0.0071216098708602,-179.9086635215315,-179.29473645656648,29347929.105531126,16040.309008450502,346.27539290288706,179.98384267231867,-1.657784668446789,14046620.85649247,4317.468910417359,17.95325507054723,-18.99654696708172,-84.46976435563424,6739188.1167023955,3407.441566341881,49.93888844841924,90.2152776266378,20.43236991238986
120,config_93,80558,33,32,654142.7432904682,1015.96849112231,0.2847729487006997,-179.885426284627,-165.9730429017754,29299890.97623287,12002.2431497925,107.54279167728627,179.95959543923894,-31.155297050037607,14366738.716763329,5461.731013726529,18.074923919767336,70.32514206990548,-87.31769560244483,7915070.407510395,2673.925471810677,34.4009436764943,86.90706574000956,14.28016070325574
121,config_94,62666,28,30,300004.98105706356,1219.6456223615378,0.0489020472805768,-179.69426658525364,-155.8772663964309,28779384.575957045,11403.154316080168,108.8281711876013,179.22641230696536,-38.88835166597012,16086039.419047162,3857.10016973273,5.164423550553651,-14.409908783364129,-92.01494417981688,6755754.996633162,2009.1890717635067,18.622620280135852,104.29712028953506,12.30951869887734
122,config_95,54169,44,38,351670.4782197858,149.57994814165724,0.053722285846792,-170.45604844186747,-168.48461538370734,29297251.87631681,10033.89658259636,218.4356081925327,177.6799211176604,-32.25440175382383,16865741.96839937,4255.540873076716,8.803745246826281,25.155484477494937,-83.65051343028195,7119957.0582421115,3194.428143772138,18.47026266390553,68.9320537385628,18.337908900062796
123,config_96,152682,36,53,738950.2711466948,149.1898049543638,0.064904600364362,-151.1955941794648,-159.29007325425022,29297685.029526915,9606.32865928358,210.8770220994224,156.48925592983636,-13.787370036107376,15592605.188362982,4744.529808561262,6.637402749202067,32.08017582757094,-83.103682214811,6947823.413039414,3265.183834823789,13.71181895590676,72.29256920978635,17.222215902992826
124,config_97,128711,53,42,351447.4922828995,14.538710735807427,0.0478881547734745,-179.96249694772044,-174.5617189967354,29094840.673918065,12000.493084024529,350.7336027569207,179.96908690887165,-3.083886939669486,12371357.966086747,6404.8774824145385,10.567172504505155,41.22540168825055,-87.23639597335269,7502547.3974130945,2931.7771998575167,49.98346755855197,74.9334486018668,17.891714576441156
125,config_98,77082,57,45,652414.5437505062,15.938257360188151,0.0085047870369103,-170.92176255221543,-182.82028076454625,29287524.856399626,11998.385850554869,340.86632862378923,157.3978785977473,-12.666446494830952,14444148.853822192,5870.471593643294,11.87968790022756,-10.256985839068165,-83.96940984350582,6184691.027037303,3581.797865873557,32.68845355431784,99.33810543403187,23.93150158312191
126,config_99,24097,24,24,661111.6582663172,444.852433856144,0.226860196126566,-134.51664034944028,-172.3992304429421,29219356.18546116,9981.709855419174,210.292264278966,151.69904254748707,-47.913413944586544,15398191.592512436,7541.128035078671,2.576016542827288,-15.61386876966247,-93.86761343070856,5755917.243475312,2750.3272343072204,13.575768090918826,69.97304452939755,14.522977719814254
127,config_100,71331,24,27,470911.5384732033,150.10180973227136,0.0435428483848898,-178.12110836376485,-152.9853828365917,29045299.24560034,9512.555583120178,217.2206225462298,163.91039956732783,-34.37296821128416,14715991.382495878,4654.8479166500365,22.08913890192088,3.447330473891572,-83.8504191173692,6811945.381736756,3089.612483927859,36.272124378596374,81.00196192539319,15.576215404508414
128,config_101,98402,51,43,301006.1826773977,1098.4371325605737,0.0469695200480565,-179.97701324581072,-177.82863630189817,29301660.68626854,11953.120046695143,217.4595374888528,179.9049394042559,-44.36877974576554,11363277.710368924,7678.382800197831,4.802167129393369,85.2813615275614,-92.30471585378729,6273142.5670806,2568.139777780307,18.400382026469245,103.95400459180296,11.590478592744924
129,config_102,134807,58,47,201828.5689827768,12.094525093927455,0.0342874100271721,-160.44759542510292,-157.5363753653869,29473749.17218912,11407.099462781443,360.13722941310493,174.2120097522423,3.0787168531797655,16669411.638572143,6581.819810691901,15.12368404039644,-7.680648497172758,-91.29449760246892,6890194.668940113,3082.8174403692788,50.42142623957718,84.67622688272743,18.09217259389782
130,config_104,142722,65,48,579599.6069430625,149.33563399864357,0.0307325982902225,-179.98769231618883,-163.43568121809048,28795894.285937168,11403.58625653234,106.00876420413994,179.99043434948544,-10.460898241588026,14279153.90799375,3786.6980889588,5.117107247841622,25.35249757051025,-85.88470636850033,5441036.182326226,2994.837535368038,11.972313315248892,80.15844074245692,16.06799178995511
131,config_105,115223,25,30,1001592.4012401012,24.76720671786695,0.0075317552706789,-179.38178934806402,-171.9120259280767,29268136.43693398,11989.437907595462,346.9599126586727,178.73355530359206,-13.526229561444426,13419385.407128822,5824.222942794677,19.064878761291578,-14.078972088789463,-86.04177326336516,7555157.241383931,2851.7095362518194,40.01020896802538,116.8557861211248,14.649583035532928
132,config_106,73584,21,24,707268.2364985714,149.69679020778835,0.0268790507275782,-178.9031870825596,-163.75969410103747,29299289.994052783,11402.354368926495,205.74699884717347,179.7835457977468,-21.03867820362046,12570428.58551428,7389.760944409237,5.016842696211757,2.3062260718177936,-91.1496313486689,7545052.664821069,3327.2369860575445,11.927858311761344,43.68485183581557,16.29992692048444
133,config_107,134244,51,38,350305.8823815381,150.25929819409882,0.0073971211807071,-179.99648299292025,-192.7692866574069,29299901.736099273,11998.969426478625,107.6355958064146,179.95066395193987,-21.37243307900337,13372153.16677388,5423.048470096869,12.014762389484758,40.49575166468507,-83.62150264024098,7657744.92659792,2714.8242373226676,28.071200561219385,83.06887592166241,15.191293578287707
134,config_108,749,4,8,2150164.290217285,448.9894800416537,0.4866498686365462,-98.763725331535,-146.80158904020655,28142165.36155217,9606.576381153523,20.242829490313227,94.85529136498914,-28.341791298203848,14598422.377060607,1748.2039747927288,3.334811314269434,15.396110431762713,-78.48519991776122,8492127.465607483,1905.8775343554305,2.909113185292286,58.33008870643208,22.088703947254125
135,config_109,50068,21,28,350287.5794398247,329.852897316133,0.0424957360907129,-179.9862560197327,-157.11611105322126,29150734.927325897,9424.889299084763,108.07636262402868,179.9674159006199,-21.485127592642662,12703207.350274514,4889.765139381049,23.003059601420325,32.72689846379582,-87.62679444797885,8581037.52665281,2855.385072871645,37.7857406284652,93.36227013220709,13.895131492024673
136,config_110,124112,46,41,134868.178193016,149.6448227938984,0.0069060981134741,-179.99955081555913,-184.5428203167029,29194880.55013709,16054.400315426004,105.9842024359067,179.99339432402346,-25.54854661088497,10745670.45861546,7056.475771513107,6.342541953357436,-66.02280053002768,-89.34638949396384,6374294.0177985765,3045.039928035355,15.017093839069704,112.6163405788626,13.390628382120145
137,config_111,519,2,2,4682387.139469869,2797.9989148544173,1.3967646641780265,-29.61597806804872,-115.08321679607556,22087174.83956572,3304.8557018132674,4.741421464878354,121.28731719064172,-57.32363980542606,14740527.076088456,3005.414058602521,2.0376732261803556,63.648306867794055,-90.76582383313786,5788211.090568215,190.31199226545323,1.1313868022735751,67.93295986340195,9.592878357561112
138,config_112,190157,72,55,357286.37816268345,432.49342403081226,0.0443506688272475,-176.46781439140003,-165.47383686912175,29295947.934022184,11405.007239780303,108.2880785439549,179.76199444235235,-32.63449386275735,11203508.940725558,6986.861790477634,4.507834652481749,-46.48578985651138,-88.76339723239866,6604601.165104926,2787.195649381573,14.6478534768575,92.3604493451682,10.339697245785638
139,config_113,22335,6,7,3196539.4748329576,149.94828784188948,0.1160316537132103,-179.81374342323878,-170.3077000191231,29135643.41455181,10010.999219674257,52.589661185657775,179.9450375684359,-15.16920700636138,16656749.84896114,1926.8307907570183,18.723370893187813,69.88491074566984,-64.44761616832992,6974040.694391816,3024.273602233373,13.717887629978414,48.660408266157866,24.884862687559693
140,config_114,216761,66,51,2203.3501344937094,13.23173164847867,0.0403053256572019,-179.9993791050914,-165.64766681592232,30143756.080831755,11977.009242460714,353.09841248993274,179.9961331700122,-1.1290536045091586,14314800.370272083,5744.829213696767,9.116180187049858,27.399460423477684,-85.68515354841524,6445133.634239033,3406.309400071211,36.2743847147013,74.8236345297143,15.591261704821262
141,config_115,33809,24,27,313691.5576088089,7.84867946646961,0.0070844072871238,-179.984155758018,-170.4067475149658,29198659.975365225,10343.248823758528,337.0898885315966,179.97318120378293,1.2133221646996233,12223244.42545122,6845.143827642302,1.6250852938529154,55.48690654905275,-94.74546250718136,5440083.74735593,3356.0130322869413,14.698200734118824,51.237014562069106,13.966367823533124
142,config_116,206862,47,43,241794.11964312423,5.138366348079458,0.0446360300151377,-174.6146218503581,-154.59840419910057,29299531.006101448,10010.40723458372,352.61699372660877,143.45203570076825,1.4205958586525418,14089021.124692705,5023.648268860665,12.973563579292092,4.181796657205391,-84.75296803145017,6766580.352395057,3355.5547124494774,38.704961123231215,60.99295776738325,16.54528123017806
143,config_117,56527,19,17,2322060.1533717564,1214.4944283095674,0.0440551650320362,-137.1155207124452,-144.9582780648155,28543176.86718679,9426.670856641427,207.5030813657739,147.53400093272035,-33.08311134199341,12656546.854742471,5503.264220233158,6.324682314979629,-18.99987323474304,-89.88115944492708,5013333.932697126,2630.9504827313076,21.319025682896623,85.06421464335111,14.573656153162483
144,config_118,64960,22,25,451079.61498617294,2702.6182403010544,0.0281384230632572,-178.52137708589132,-171.46831192715013,29235005.388493907,10010.08821136638,107.31023895195744,176.63656230478065,-42.88394866909497,16540756.686071971,4340.083685665483,18.296575894072916,8.742087183275485,-86.31297288211627,5963541.928529871,2040.2780322869412,34.69873136518457,100.22918931723328,13.313467295658086
145,config_119,139461,52,40,350367.7718182696,25.990065242949417,0.0284854109222874,-179.9827138967117,-166.76094953042542,29296649.87791443,10020.428014432298,347.6118417555498,179.95943768731289,-11.748813482278711,16595629.555551644,3974.8065589771145,15.896697517627624,17.787768073516194,-88.0783991981429,6590140.015790209,2995.1689066714857,44.005890303998456,55.783436974423694,18.80486022507388
146,config_120,23170,9,13,650053.4916452548,1327.8657182542372,0.0069053233211654,-53.75543311084749,-191.0239422183644,28699349.61933488,16057.3626522456,204.8782920874707,139.00998311280338,-33.91843067301799,16223345.949944329,4587.593004680093,9.0527410996113,-16.553483800788502,-90.43617260475192,7809596.565552949,2237.4669916723515,17.360512138496997,20.14304748718943,14.178032897107858
147,config_121,67845,62,49,382892.0231541254,8.349185159219198,0.0289588129635006,-160.59198661868928,-161.48802098829103,29299515.082260344,11403.595542809113,347.054006433033,178.28675727962516,-1.6135531875565898,14557991.407192586,7041.251008401209,6.639335364128874,4.120742509125136,-94.54255574294596,7917003.524724086,3391.065513945895,33.84316684729355,82.93618282586003,21.056017023500683
148,config_122,81381,41,38,200378.01030472977,1153.328704970881,0.1859207624855215,-178.93760539391596,-177.92676155947282,29298576.61518819,11996.738339707172,107.19593458482328,177.85089617477965,-43.91408210869516,10913050.687858138,6852.941697074617,11.307720083362025,0.2216725372160074,-91.45759315527243,6889841.057774363,2987.534605262115,27.82004390217815,86.79581473308899,13.234255834551655
149,config_123,105507,64,42,489361.6915048522,8.104474816732262,0.0069036596041041,-175.70151129198467,-179.15313197912224,29298718.918223817,16060.1033397669,336.7907938471714,167.387240208638,1.5660027791673674,13845893.539708303,5094.175776393877,4.4408964049423245,-5.638734472690574,-90.35459215665638,6581485.226926567,3712.5570271559736,16.42024938251438,86.6528928829197,17.586470411895974
150,config_124,92,2,2,1255646.4561456083,2925.774201267388,0.4019323982421317,34.288402387806414,-164.30766425602678,29346025.153252613,11400.963758316786,6.408818955648679,67.67641669423065,-90.47508269869562,11445822.0626081,7415.613379465232,2.045285532712849,51.23656636709214,-112.64755615688412,9376848.3883266,3613.4951317847817,2.2399292455731517,11.687410793023842,17.188560982050195
151,config_125,2055,4,5,702840.8481704636,2995.2123011859258,0.101148640711925,-164.71394961972257,-155.22981321043147,27085715.41113003,11977.666566702948,1.5842387087266931,155.96725808283222,-73.77008108350822,11718365.19924429,4423.263947862139,0.8219900071343653,-59.089808206730915,-100.56260634922688,5712275.8907538215,2442.3723782348457,0.4562359931334678,47.75370275096372,12.70002934092973
152,config_126,167963,41,39,350255.43377130176,8.18548353333294,0.0092037031215981,-172.0171942070642,-165.69217843745452,29198300.537441965,11910.14921211946,349.3729728106124,178.00077442430486,5.8147900813286295,14041550.029342204,3581.136112953897,15.100998956555657,49.367712932858815,-85.33119090281733,7140268.456182865,2478.3558224474655,40.21099194495989,85.8832338246387,13.720145590668151
